"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2005,2.37,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2006,3.25,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2007,2.38,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2008,2.7,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2009,2.84,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2010,2.87,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2011,2.92,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2012,3.03,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2013,3.01,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2014,3.38,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2015,2.21,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2016,2.12,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2017,2.06,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2018,2.12,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2019,2.21,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2020,2.18,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2021,2.24,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2022,2.49,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2023,1.7,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","U.S. total","United States",2024,1.7,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2005,5.53,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2006,5.73,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2007,5.89,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2008,6.08,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2009,6.2,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2010,6.32,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2011,6.56,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2012,6.75,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2013,7.25,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2014,7.53,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2015,2.45,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2016,2.49,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2017,2.42,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2018,2.46,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2019,2.51,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2020,2.51,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2021,2.6,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2022,2.92,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2023,2.45,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Heartland","United States",2024,2.58,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2005,1.79,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2006,1.85,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2007,1.91,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2008,1.97,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2009,2.01,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2010,2.05,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2011,2.12,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2012,2.19,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2013,2.35,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2014,2.44,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2015,2.48,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2016,2.52,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2017,2.45,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2018,2.49,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2019,2.54,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2020,2.54,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2021,2.63,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2022,2.95,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2023,1.74,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Crescent","United States",2024,1.7,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2005,0.75,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2006,0.78,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2007,0.8,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2008,0.83,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2009,0.84,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2010,0.86,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2011,0.89,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2012,0.92,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2013,0.98,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2014,1.02,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2015,1.69,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2016,1.72,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2017,1.67,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2018,1.7,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2019,1.73,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2020,1.73,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2021,1.79,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2022,2.01,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2023,0.55,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Northern Great Plains","United States",2024,0.56,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2005,0.24,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2006,0.25,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2007,0.26,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2008,0.26,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2009,0.27,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2010,0.27,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2011,0.28,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2012,0.29,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2013,0.31,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2014,0.33,"Base survey of 2005"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2015,0.62,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2016,0.63,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2017,0.61,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2018,0.62,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2019,0.64,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2020,0.63,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2021,0.66,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Prairie Gateway","United States",2022,0.74,"Base survey of 2015"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Eastern Uplands","United States",2023,2.49,"Base survey of 2023"
"Oats","Operating costs","Other variable expenses  ","dollars per planted acre","No specific size","Eastern Uplands","United States",2024,2.55,"Base survey of 2023"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2005,1.2,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2006,1.6,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2007,1.79,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2008,0.93,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2009,0.15,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2010,0.1,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2011,0.06,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2012,0.08,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2013,0.05,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2014,0.04,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2015,0.11,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2016,0.28,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2017,0.63,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2018,1.29,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2019,1.31,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2020,0.23,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2021,0.04,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2022,2.35,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2023,4.48,"Base survey of 2023"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","U.S. total","United States",2024,3.96,"Base survey of 2023"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2005,1.23,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2006,1.3,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2007,1.91,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2008,0.92,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2009,0.15,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2010,0.1,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2011,0.06,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2012,0.08,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2013,0.05,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2014,0.04,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2015,0.1,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2016,0.26,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2017,0.58,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2018,1.19,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2019,1.2,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2020,0.21,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2021,0.04,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2022,2.15,"Base survey of 2015"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2023,4.24,"Base survey of 2023"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Heartland","United States",2024,3.76,"Base survey of 2023"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2005,1.43,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2006,1.53,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2007,2.27,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2008,1.14,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2009,0.18,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2010,0.11,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2011,0.07,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2012,0.1,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2013,0.07,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2014,0.04,"Base survey of 2005"
"Oats","Operating costs","Interest on operating inputs","dollars per planted acre","No specific size","Northern Crescent","United States",2015,0.13,"Base survey of 2015"
