"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Heartland","United States",2010,17.01,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2003,55.86,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2004,58.6,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2005,63.94,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2006,64.83,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2007,73.64,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2008,87.27,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2009,75.62,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2010,69.24,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2011,34.48,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2012,37.09,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2013,36.31,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2014,34.22,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2015,31.61,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2016,30.82,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2017,31.08,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2018,34.74,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2019,40.26,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2020,37.93,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2021,36.25,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2022,37.87,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2023,41.22,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Crescent","United States",2024,38.83,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2003,4.13,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2004,4.33,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2005,4.72,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2006,4.79,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2007,5.44,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2008,6.45,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2009,5.59,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2010,5.12,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2011,1.73,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2012,1.86,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2013,1.82,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2014,1.72,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2015,1.59,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2016,1.55,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2017,1.56,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2018,1.74,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2019,8.14,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2020,7.97,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2021,12.68,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2022,11.71,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2023,10.07,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Northern Great Plains","United States",2024,8.05,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2003,8.54,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2004,8.96,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2005,9.78,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2006,9.92,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2007,11.26,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2008,13.34,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2009,11.56,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2010,10.59,"Base survey of 2003"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2011,12.18,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2012,13.1,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2013,12.83,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2014,12.09,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2015,11.17,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2016,10.89,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2017,10.98,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2018,12.27,"Base survey of 2011"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2019,11.67,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2020,11.61,"Base survey of 2019"
"Barley","Gross value of production","Secondary product, silage/straw/grazing","dollars per planted acre","No specific size","Basin and Range","United States",2021,14.98,"Base survey of 2019"
