"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2017,972,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2018,1106.28,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2019,1019.2,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2020,1300.64,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2021,1363.4,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2022,1534.05,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2023,1432.89,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","U.S. total","United States",2024,1342.87,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2000,422.31,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2001,467.77,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2002,408.06,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2003,657.01,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2004,651.83,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2005,559.74,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2006,719.18,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2007,956.16,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2008,1731.38,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2009,1594.44,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2010,1316,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2011,1411,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2012,1425.6,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2013,1818.3,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2014,1698.4,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2015,1729,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2016,1274,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2017,1322.4,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2018,1886.8,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2019,1896.6,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2020,2052,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2021,2894.7,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2022,3594.8,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2023,1915.07,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","California","United States",2024,1922.01,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2000,357.68,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2001,344.76,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2002,268.81,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2003,399.08,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2004,603.17,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2005,476.08,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2006,587.88,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2007,696.9,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2008,1163.12,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2009,996.04,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2010,713.3,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2011,936,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2012,1079.96,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2013,1386,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2014,1199.35,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2015,931.52,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2016,860.8,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2017,855.57,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2018,1046.61,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2019,847.77,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2020,1188.88,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2021,984.84,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2022,1124.82,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2023,1293.18,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Gulf Coast","United States",2024,1186.55,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2000,367.05,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2001,289.06,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2002,250.61,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2003,414.23,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2004,595.04,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2005,452.53,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2006,597.11,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2007,731.86,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2008,1173.69,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2009,927.5,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2010,681.39,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2011,967.48,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2012,1092.63,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2013,1249.83,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2014,1018.17,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2015,920.4,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2016,751.84,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2017,901.68,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2018,926.64,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2019,884.52,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2020,1107.04,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2021,1125.54,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2022,1355.39,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2023,1365.76,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2024,1270.81,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2000,332.28,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2001,295.27,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2002,246.09,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2003,390.16,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2004,571.95,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2005,424.93,"Base survey of 2000"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2006,626.04,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2007,762.06,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2008,1221.12,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2009,974.16,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2010,717.1,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2011,1018.8,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2012,1117.06,"Base survey of 2006"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2013,1222.13,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2014,1019.1,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2015,880.84,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2016,740.22,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2017,869.44,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2018,893.88,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2019,858.8,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2020,1061.76,"Base survey of 2013"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2021,1032.06,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2022,1256.85,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2023,1256.05,"Base survey of 2021"
"Rice","Gross value of production","Primary product, grain","dollars per planted acre","No specific size","Mississippi River Delta","United States",2024,1175.34,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2000,368.77,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2001,328.67,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2002,280.56,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2003,449.69,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2004,602.33,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2005,469.14,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2006,620.64,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2007,779.76,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2008,1287.36,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2009,1072.26,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2010,795.75,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2011,1069.94,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2012,1166.1,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2013,1395.23,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2014,1152.1,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2015,1060.29,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2016,863.46,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2017,972,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2018,1106.28,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2019,1019.2,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2020,1300.64,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2021,1363.4,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2022,1534.05,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2023,1432.89,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","U.S. total","United States",2024,1342.87,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2000,422.31,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2001,467.77,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2002,408.06,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2003,657.01,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2004,651.83,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2005,559.74,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2006,719.18,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2007,956.16,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2008,1731.38,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2009,1594.44,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2010,1316,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2011,1411,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2012,1425.6,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2013,1818.3,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2014,1698.4,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2015,1729,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2016,1274,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2017,1322.4,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2018,1886.8,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2019,1896.6,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2020,2052,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2021,2894.7,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2022,3594.8,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2023,1915.07,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","California","United States",2024,1922.01,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2000,357.68,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2001,344.76,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2002,268.81,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2003,399.08,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2004,603.17,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2005,476.08,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2006,587.88,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2007,696.9,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2008,1163.12,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2009,996.04,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2010,713.3,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2011,936,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2012,1079.96,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2013,1386,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2014,1199.35,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2015,931.52,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2016,860.8,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2017,855.57,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2018,1046.61,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2019,847.77,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2020,1188.88,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2021,984.84,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2022,1124.82,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2023,1293.18,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Gulf Coast","United States",2024,1186.55,"Base survey of 2021"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2000,367.05,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2001,289.06,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2002,250.61,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2003,414.23,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2004,595.04,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2005,452.53,"Base survey of 2000"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2006,597.11,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2007,731.86,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2008,1173.69,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2009,927.5,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2010,681.39,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2011,967.48,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2012,1092.63,"Base survey of 2006"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2013,1249.83,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2014,1018.17,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2015,920.4,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2016,751.84,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2017,901.68,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2018,926.64,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2019,884.52,"Base survey of 2013"
"Rice","Gross value of production","Total, gross value of production","dollars per planted acre","No specific size","Arkansas Non-Delta","United States",2020,1107.04,"Base survey of 2013"
