commodity_year,state_code,county_code,state_name,state_abbreviation,county_name,shannon_diversity,num_unique_crops,top_crop_share,evenness,total_liability,avg_coverage_level,dominant_insurance_plan,num_loss_causes,weather_loss_share,loss_ratio
1999,01,061,Alabama,AL,Geneva,1.2824068508845918,9.0,0.4792839929651921,0.5836485100850743,22952249.0,0.6768629231061409,PNT,8.0,0.9501234041280171,2.5503765123696023
1999,01,063,Alabama,AL,Greene,-0.0,1.0,1.0,0.0,264157.0,0.6138330613990922,APH,1.0,1.0,1.4421393954185695
1999,01,065,Alabama,AL,Hale,-0.0,1.0,1.0,0.0,494773.0,0.5799466624088219,APH,3.0,0.9196398693331209,1.3406732588658976
1999,01,067,Alabama,AL,Henry,0.9317427081219916,7.0,0.5972249374875842,0.4788210332189939,18074700.0,0.6851015480201608,PNT,5.0,0.9817346630425319,1.1473264821432536
1999,01,069,Alabama,AL,Houston,1.1549226415241516,7.0,0.5819351117848477,0.5935128310445553,26707152.0,0.694184003595741,PNT,7.0,0.9887092262847932,1.5228888893509056
1999,01,071,Alabama,AL,Jackson,1.1166777529118153,5.0,0.5111946354939461,0.6938308985296371,3443726.0,0.5993292584833985,APH,4.0,0.9995180365550735,1.4590962939722278
1999,01,075,Alabama,AL,Lamar,-0.0,1.0,1.0,0.0,173223.0,0.5046977018063421,APH,1.0,1.0,1.031613677264547
1999,01,077,Alabama,AL,Lauderdale,0.98385071688721,5.0,0.64692415743242,0.6113008207935418,6198707.0,0.6435828471970042,APH,3.0,1.0,1.5945076034157473
1999,01,079,Alabama,AL,Lawrence,0.8205110549333784,4.0,0.732803684526498,0.5918736149734785,11053037.0,0.6336805667075935,APH,3.0,1.0,1.4105654397885306
1999,01,081,Alabama,AL,Lee,-0.0,1.0,1.0,0.0,436325.0,0.5654816936916289,APH,1.0,1.0,1.2635862431084277
1999,01,083,Alabama,AL,Limestone,0.7612082554833822,5.0,0.7644843526109397,0.4729652816070036,21686656.0,0.6433324759704769,APH,2.0,1.0,1.042253307993317
1999,01,085,Alabama,AL,Lowndes,-0.0,1.0,1.0,0.0,699713.0,0.5479353677865068,APH,2.0,1.0,0.4136954425070038
1999,01,087,Alabama,AL,Macon,0.5154230454236939,3.0,0.8409437638777699,0.4691582742521124,1665395.0,0.5923426274247251,APH,2.0,1.0,0.2719915876988544
1999,01,089,Alabama,AL,Madison,1.1988649862245435,5.0,0.4943021082751558,0.7448966977616367,17978652.0,0.6466353539742579,APH,3.0,1.0,0.7836561749334058
1999,01,091,Alabama,AL,Marengo,-0.0,1.0,1.0,0.0,870366.0,0.6324576097871469,APH,1.0,1.0,0.256859441070804
1999,01,093,Alabama,AL,Marion,-0.0,1.0,1.0,0.0,127188.0,0.5478347013869233,APH,1.0,1.0,1.6994386443523424
1999,01,095,Alabama,AL,Marshall,1.07912921714138,4.0,0.4311461263679567,0.7784271850241292,537331.0,0.6123981307611137,CRC,1.0,1.0,0.638297589801474
1999,01,097,Alabama,AL,Mobile,0.3406594651647509,4.0,0.9262488104086638,0.2457338605125363,15723191.0,0.5526531033045392,DOL,3.0,1.0,0.12087478004812
1999,01,099,Alabama,AL,Monroe,0.2179219434842226,5.0,0.9545705011441592,0.1354025164938729,8569639.0,0.6287504234425745,APH,3.0,0.9948347376150753,0.764692741875022
1999,01,101,Alabama,AL,Montgomery,-0.0,1.0,1.0,0.0,3855681.0,0.5125295894551442,DOL,0.0,,0.0
1999,01,103,Alabama,AL,Morgan,1.339314528716222,5.0,0.377974194305644,0.8321629050546312,760705.0,0.563594954680198,APH,2.0,1.0,0.3436604844564715
1999,01,105,Alabama,AL,Perry,0.7123944493458815,4.0,0.6810170452486662,0.5138839696140636,644460.0,0.5740533935387767,APH,3.0,1.0,1.8623563910982568
1999,01,107,Alabama,AL,Pickens,-0.0,1.0,1.0,0.0,469717.0,0.5558840748791294,APH,2.0,1.0,0.9196806938011236
1999,01,109,Alabama,AL,Pike,0.9660589121525636,4.0,0.4911668243703654,0.696864200884545,6981109.0,0.6659684299442968,PNT,6.0,0.9840784954124753,1.2755062148065828
1999,01,111,Alabama,AL,Randolph,,,,,28215.0,0.5,DOL,0.0,,0.0
1999,01,113,Alabama,AL,Russell,1.0148032032565744,6.0,0.65830694191934,0.5663724515957395,1811184.0,0.5752219542575464,APH,4.0,0.7592822079906376,0.3225522321545599
1999,01,117,Alabama,AL,Shelby,-0.0,1.0,1.0,0.0,1880714.0,0.6901757258147703,APH,1.0,1.0,0.0741196641315338
1999,01,119,Alabama,AL,Sumter,-0.0,1.0,1.0,0.0,137632.0,0.5721129533829342,APH,1.0,1.0,0.1777674754030804
1999,01,121,Alabama,AL,Talladega,-0.0,1.0,1.0,0.0,3085811.0,0.6557609490665501,APH,3.0,1.0,0.6398191573181256
1999,01,123,Alabama,AL,Tallapoosa,-0.0,1.0,1.0,0.0,250335.0,0.639149140152196,APH,1.0,1.0,0.0977138643067846
1999,01,125,Alabama,AL,Tuscaloosa,-0.0,1.0,1.0,0.0,1013755.0,0.5837207214760963,APH,1.0,1.0,0.2693991778363975
1999,01,129,Alabama,AL,Washington,-0.0,1.0,1.0,0.0,546917.0,0.6434538513156476,APH,1.0,0.0,0.0504056867954333
1999,01,131,Alabama,AL,Wilcox,-0.0,1.0,1.0,0.0,766754.0,0.5563740130472095,APH,2.0,0.9999051593323217,1.9616279699085348
1999,01,999,Alabama,AL,All Other Counties,-0.0,1.0,1.0,0.0,211798.0,0.6475205148301683,APH,1.0,1.0,1.620547279792746
1999,02,240,Alaska,AK,Southeast Fairbanks,-0.0,1.0,1.0,0.0,358753.0,0.6595412442544035,APH,2.0,1.0,0.173083354645787
1999,02,999,Alaska,AK,All Other Counties,-0.0,1.0,1.0,0.0,39169.0,0.5,APH,0.0,,0.0
1999,04,003,Arizona,AZ,Cochise,0.9908379873150304,5.0,0.6828612278988123,0.6156422560075618,3025186.0,0.5540211907631465,APH,3.0,1.0,0.4360590122073965
1999,04,009,Arizona,AZ,Graham,1.1890778951959815,6.0,0.6000798229531005,0.6636370091060677,11434272.0,0.618752160172506,APH,3.0,0.9742937978249704,0.9750666616855248
1999,04,012,Arizona,AZ,La Paz,-0.0,1.0,1.0,0.0,4223255.0,0.6305613087535562,APH,2.0,1.0,1.7806487433807476
1999,04,013,Arizona,AZ,Maricopa,1.2625021934439324,15.0,0.6315582849475541,0.4662033934710953,49433935.0,0.6447558322031212,APH,4.0,1.0,3.6047339742530697
1999,04,015,Arizona,AZ,Mohave,-0.0,1.0,1.0,0.0,1086360.0,0.5048004344784418,APH,0.0,,0.100317578927704
1999,04,019,Arizona,AZ,Pima,0.6170704825053834,3.0,0.6959576629022495,0.5616817587699495,4315188.0,0.6086430185660509,APH,2.0,1.0,1.5144433460911295
1999,04,021,Arizona,AZ,Pinal,1.031322055184139,7.0,0.6876251409711897,0.5299946946084938,53245251.0,0.6457167870238794,APH,5.0,0.9277312497779634,1.050460005422799
1999,04,027,Arizona,AZ,Yuma,1.380186478605135,9.0,0.4342872386015012,0.628149936443178,15136904.0,0.5527798253856931,APH,3.0,1.0,0.2218018653171696
1999,04,999,Arizona,AZ,All Other Counties,-0.0,1.0,1.0,0.0,136795.0,0.5,APH,0.0,,0.0
1999,05,001,Arkansas,AR,Arkansas,1.1187605645102825,7.0,0.4753361308859641,0.5749291996104807,15982981.0,0.5222921493806443,APH,3.0,1.0,0.1628385563849708
1999,05,003,Arkansas,AR,Ashley,1.2486248828144244,8.0,0.4387968559512402,0.6004616421223111,16916595.0,0.5438655592334036,APH,6.0,0.805454979656557,0.4351110985046763
1999,05,007,Arkansas,AR,Benton,-0.0,1.0,1.0,0.0,38115.0,0.5,APH,0.0,,0.0
1999,05,011,Arkansas,AR,Bradley,-0.0,1.0,1.0,0.0,1475672.0,0.5720108194774991,APH,3.0,0.5057950400653438,0.3522918392760576
1999,05,017,Arkansas,AR,Chicot,1.257275218073384,6.0,0.54582735778062,0.7016986597062923,27112260.0,0.5758921296122124,APH,5.0,0.9890684031182037,0.7482416915790213
1999,05,019,Arkansas,AR,Clark,0.9200503086544616,5.0,0.7058146331974676,0.5716593983193706,706737.0,0.6096847200585225,APH,6.0,0.9923014497839581,0.8609306783090193
1999,05,021,Arkansas,AR,Clay,1.2712059760036845,6.0,0.4589556023947426,0.7094735637431061,15487395.0,0.5910016855642928,APH,6.0,0.8083082190462811,0.897333691855935
1999,05,023,Arkansas,AR,Cleburne,-0.0,1.0,1.0,0.0,2323.0,0.65,APH,0.0,,0.0
1999,05,029,Arkansas,AR,Conway,0.8548904350711751,5.0,0.7171168441268494,0.5311732925305866,1317880.0,0.5156287750022763,APH,3.0,1.0,0.6701030927835051
1999,05,031,Arkansas,AR,Craighead,1.2073447455751556,6.0,0.3947278287682763,0.6738319324163063,27210694.0,0.6025024168806573,APH,6.0,0.9871931195103856,1.2627772983531331
1999,05,033,Arkansas,AR,Crawford,0.6131046809571653,3.0,0.8062371323752472,0.558071930635744,493690.0,0.5321207640422128,APH,4.0,1.0,1.8957474147953253
1999,05,035,Arkansas,AR,Crittenden,1.2647102003868222,6.0,0.5510836976593938,0.7058482023436429,25339603.0,0.5866577092782392,APH,5.0,0.9919664531326796,0.930115432234532
1999,05,037,Arkansas,AR,Cross,1.0646008391034587,9.0,0.5058450083680321,0.4845207222259071,28826456.0,0.6263066746741258,CRC,6.0,0.9878844881565156,1.4836991691127326
1999,05,041,Arkansas,AR,Desha,1.3253729079133474,6.0,0.3475884657888218,0.7397047040495669,28013659.0,0.5412451386661057,APH,5.0,0.878703425885569,0.7814014697394033
1999,05,043,Arkansas,AR,Drew,1.4549401929226446,8.0,0.3449083629846433,0.6996783337065104,6299522.0,0.5211912030785828,APH,4.0,0.5204665586017337,0.5110694494720558
1999,05,045,Arkansas,AR,Faulkner,1.0798378427067727,4.0,0.5593844846040226,0.7789383503186488,1679419.0,0.6029572429512825,APH,3.0,1.0,1.0785865106909691
1999,05,047,Arkansas,AR,Franklin,-0.0,1.0,1.0,0.0,85931.0,0.5144796406419103,APH,3.0,1.0,1.6234779626136169
1999,05,055,Arkansas,AR,Greene,1.240111258404766,6.0,0.445888405892321,0.6921192714215396,13287508.0,0.5888168458675622,APH,4.0,1.0,0.93041464574521
1999,05,057,Arkansas,AR,Hempstead,-0.0,1.0,1.0,0.0,22500.0,0.5,APH,1.0,1.0,0.3801851217003771
1999,05,059,Arkansas,AR,Hot Spring,-0.0,1.0,1.0,0.0,125894.0,0.5127972738970881,APH,3.0,1.0,1.5967679579370602
1999,05,063,Arkansas,AR,Independence,1.1981308121149363,6.0,0.5849264173471044,0.6686895382398219,3060460.0,0.5940745998967476,APH,4.0,1.0,0.7616498681800855
1999,05,067,Arkansas,AR,Jackson,1.1398729473060634,7.0,0.5148112248601522,0.5857788181327082,23009295.0,0.6370447247514537,APH,5.0,1.0,1.3950979679757185
1999,05,069,Arkansas,AR,Jefferson,1.324551394932312,6.0,0.4413597294425749,0.7392462089250013,20387662.0,0.5324442008112553,APH,5.0,0.995994969716994,0.4327484903553878
1999,05,071,Arkansas,AR,Johnson,-0.0,1.0,1.0,0.0,278979.0,0.5005312227802093,APH,2.0,1.0,0.8448050099629946
1999,05,073,Arkansas,AR,Lafayette,1.4795529773768257,7.0,0.4735230328461429,0.7603398225221799,3684735.0,0.6088275954715875,CRC,5.0,1.0,1.6267491912071952
1999,05,075,Arkansas,AR,Lawrence,1.0359249140717408,6.0,0.4706618738939181,0.5781607028526262,9391482.0,0.5877140157432021,APH,4.0,1.0,1.3412860526552697
1999,05,077,Arkansas,AR,Lee,1.159300204745159,6.0,0.6066889658787108,0.6470177636313099,17244918.0,0.5722343939240534,APH,3.0,1.0,0.6220721307395359
1999,05,079,Arkansas,AR,Lincoln,1.3098243465800097,6.0,0.4213779264834004,0.7310268867418471,10399316.0,0.5695994909665213,APH,3.0,1.0,0.7366862368735406
1999,05,081,Arkansas,AR,Little River,1.340434585736875,6.0,0.5172990016975095,0.7481107864965687,2085075.0,0.5999405536971092,CRC,4.0,0.9986097344756409,1.63819849160096
1999,05,083,Arkansas,AR,Logan,-0.0,1.0,1.0,0.0,184484.0,0.502883989939507,APH,2.0,1.0,0.1125893566322478
1999,05,085,Arkansas,AR,Lonoke,1.2844663440870088,7.0,0.4617016704568203,0.6600851250560477,14264909.0,0.5252638134600087,APH,6.0,0.9901596765123132,0.3680019573764406
1999,05,091,Arkansas,AR,Miller,1.5336564135968234,6.0,0.458821414324391,0.8559499419068619,5176711.0,0.6384930315793175,CRC,5.0,1.0,1.327410125211815
1999,05,093,Arkansas,AR,Mississippi,1.2150865462942564,6.0,0.4452612021898865,0.6781527136662785,48224913.0,0.5411130601728613,APH,5.0,1.0,0.5847365129315331
1999,05,095,Arkansas,AR,Monroe,1.3498331995795527,6.0,0.4822731756532669,0.753356252757019,14422831.0,0.576065142828062,APH,4.0,1.0,0.638481535149233
1999,05,105,Arkansas,AR,Perry,-0.0,1.0,1.0,0.0,795977.0,0.6219616270319369,APH,3.0,1.0,0.7935504693257309
1999,05,107,Arkansas,AR,Phillips,1.3699421309450577,7.0,0.4729205995613015,0.704010990235149,29526226.0,0.5412015219960722,APH,3.0,1.0,0.8867113204859902
1999,05,109,Arkansas,AR,Pike,-0.0,1.0,1.0,0.0,103125.0,0.7332475151515151,CRC,1.0,1.0,0.6856331106503878
1999,05,111,Arkansas,AR,Poinsett,1.2887433814917233,6.0,0.3808461166113928,0.7192613761081188,48410617.0,0.6347168824557637,CRC,5.0,0.9981270591618666,1.6075285369468937
1999,05,115,Arkansas,AR,Pope,0.9370941110660626,5.0,0.6651912733143206,0.5822493081754296,728081.0,0.5687193457870758,CRC,3.0,1.0,1.8278666127463303
1999,05,117,Arkansas,AR,Prairie,0.9989607457451029,7.0,0.5634420153458046,0.5133642713308584,8639976.0,0.5566700879724666,APH,3.0,1.0,0.4755005789488548
1999,05,119,Arkansas,AR,Pulaski,1.013352689471473,6.0,0.6565641205599095,0.5655629044383154,4280480.0,0.5279148833775652,APH,4.0,0.9996152059011442,0.8466943291839557
1999,05,121,Arkansas,AR,Randolph,1.054218486917296,5.0,0.5143721876996993,0.6550227745802912,4179946.0,0.5872754935111603,APH,3.0,1.0,0.922128338536247
1999,05,123,Arkansas,AR,St Francis,1.2253169326538311,7.0,0.5268718779438591,0.6296883405683914,18100575.0,0.5600694287336175,APH,6.0,0.9995594317485327,0.7014779811043003
1999,05,131,Arkansas,AR,Sebastian,-0.0,1.0,1.0,0.0,128264.0,0.5190844664130232,CRC,3.0,1.0,2.5735690235690236
1999,05,133,Arkansas,AR,Sevier,-0.0,1.0,1.0,0.0,79503.0,0.6645183200633938,CRC,3.0,1.0,1.4228617694685706
1999,05,137,Arkansas,AR,Stone,-0.0,1.0,1.0,0.0,44094.0,0.7240214088084547,CRC,1.0,1.0,2.9425081918379505
1999,05,143,Arkansas,AR,Washington,-0.0,1.0,1.0,0.0,197679.0,0.6830009763303133,APH,2.0,1.0,0.574708423936065
1999,05,145,Arkansas,AR,White,1.0141700077209637,5.0,0.5890217872820265,0.630139255379626,5363661.0,0.5627154195613779,APH,3.0,1.0,0.7085344569479841
1999,05,147,Arkansas,AR,Woodruff,1.235254565907853,7.0,0.5625549341045772,0.6347952738247118,14869340.0,0.5520335334318807,APH,3.0,1.0,0.8906371508555153
1999,05,149,Arkansas,AR,Yell,1.025243612721757,5.0,0.6437832855185841,0.6370196730181329,760739.0,0.5301714517068271,APH,2.0,1.0,0.2333923509123844
1999,05,999,Arkansas,AR,All Other Counties,-0.0,1.0,1.0,0.0,38403068.0,0.5001335309980963,DOL,2.0,1.0,0.1883819760589119
1999,06,001,California,CA,Alameda,-0.0,1.0,1.0,0.0,3734899.0,0.508980122354045,DOL,1.0,1.0,0.3969851290228108
1999,06,005,California,CA,Amador,-0.0,1.0,1.0,0.0,692787.0,0.5128331651719793,APH,0.0,,0.0
1999,06,007,California,CA,Butte,1.1763339207962715,9.0,0.6432612122875758,0.5353726391602568,63700462.0,0.612830246819874,APH,4.0,0.9960663033892663,0.3787953491491758
1999,06,009,California,CA,Calaveras,-0.0,1.0,1.0,0.0,244070.0,0.5849436637030361,APH,1.0,1.0,0.3963826541730224
1999,06,011,California,CA,Colusa,1.519848822555696,14.0,0.5840407572575527,0.5759059515305304,59053479.0,0.5529720806118806,APH,5.0,0.9981774409119892,0.9815010172556704
1999,06,013,California,CA,Contra Costa,-0.0,1.0,1.0,0.0,4408421.0,0.5063750830512784,APH,0.0,,0.0
1999,06,017,California,CA,El Dorado,1.1099361315456246,4.0,0.4731314607668643,0.8006496763421764,1264363.0,0.5729854875538117,APH,2.0,1.0,5.765750730166299
1999,06,019,California,CA,Fresno,2.2969145349109237,31.0,0.2329445208378035,0.668876847272731,495690581.0,0.5810677195417598,APH,7.0,0.9971630138348656,0.7971078769335769
1999,06,021,California,CA,Glenn,1.5613189566610153,12.0,0.5802387700919692,0.6283209700429668,44538161.0,0.6084652148075894,APH,3.0,0.9983943157380011,1.5243007050940678
1999,06,025,California,CA,Imperial,1.2211189497391763,5.0,0.590555833432815,0.758723862725693,13980481.0,0.6392688599197696,CRC,2.0,1.0,0.6714167836314293
1999,06,029,California,CA,Kern,2.4112534835743182,24.0,0.2724958765419593,0.7587201514803558,294435804.0,0.536536029599172,APH,6.0,0.996980172660633,1.5908198748473137
1999,06,031,California,CA,Kings,1.8774365331553893,22.0,0.3010318968069668,0.6073797307816384,84714639.0,0.5542468096924783,APH,6.0,0.9997673114268695,1.1614796585423428
1999,06,033,California,CA,Lake,0.9846018740144374,3.0,0.5517691783964164,0.8962232483382363,5586871.0,0.5170150876939883,APH,1.0,1.0,0.0087094871198984
1999,06,035,California,CA,Lassen,-0.0,1.0,1.0,0.0,162782.0,0.5088308289614331,APH,1.0,1.0,0.1738632459053945
1999,06,037,California,CA,Los Angeles,-0.0,1.0,1.0,0.0,9671765.0,0.5010925823776736,DOL,2.0,1.0,0.0217812445546888
1999,06,039,California,CA,Madera,1.9162900182304456,19.0,0.4093981081970544,0.6508166858913613,133179779.0,0.598357590381645,APH,5.0,1.0,1.0353226328174996
1999,06,045,California,CA,Mendocino,0.6638024160662075,3.0,0.7258372814291983,0.6042189978331308,10413842.0,0.503452299353111,APH,1.0,1.0,0.047490763546798
1999,06,047,California,CA,Merced,2.2664960095460227,25.0,0.2744805580814631,0.7041265748854497,129002272.0,0.5930236065919832,APH,8.0,0.9887330580353318,0.3917173164087266
1999,06,049,California,CA,Modoc,1.779107787739046,7.0,0.2694313499258282,0.91428054301621,4161095.0,0.6112296763231794,APH,3.0,0.9822974551282387,0.6140627914605672
1999,06,053,California,CA,Monterey,0.7352036289364167,5.0,0.7888188713902045,0.4568076986731976,46327900.0,0.5372645414534222,APH,3.0,1.0,1.3031794471500264
1999,06,055,California,CA,Napa,-0.0,1.0,1.0,0.0,24070538.0,0.5104140983471163,APH,3.0,1.0,0.2625574252187582
1999,06,059,California,CA,Orange,-0.0,1.0,1.0,0.0,43274624.0,0.5,DOL,0.0,,0.0
1999,06,061,California,CA,Placer,0.6085542711182517,3.0,0.7928472822423305,0.5539299691031361,3274680.0,0.5263515977133644,APH,1.0,1.0,0.9940150763911436
1999,06,065,California,CA,Riverside,2.0550836567465645,13.0,0.3063628325411483,0.8012180243513373,42492024.0,0.5123657606895826,APH,3.0,1.0,0.4687953300010302
1999,06,067,California,CA,Sacramento,2.074116510340181,13.0,0.2945465680083618,0.8086383866825658,33125810.0,0.5603399765922705,APH,4.0,1.0,0.2792121956318657
1999,06,069,California,CA,San Benito,1.6379157313356734,6.0,0.3331183484544174,0.914138175053897,5039006.0,0.5231977596375158,DOL,4.0,0.9874578454776249,0.8209526298107432
1999,06,071,California,CA,San Bernardino,1.4589673026411845,5.0,0.3084183033372112,0.9065073535111736,3802639.0,0.525305610130228,APH,1.0,1.0,0.1177627918068841
1999,06,073,California,CA,San Diego,1.4173844056145537,5.0,0.332872203406001,0.880670446908333,20833470.0,0.5011486684647348,DOL,2.0,1.0,0.0544451078906479
1999,06,077,California,CA,San Joaquin,2.5156316925028355,22.0,0.2129025592765272,0.8138457269552167,200069824.0,0.614916579823652,APH,6.0,0.9989268431210401,0.6532896394217218
1999,06,079,California,CA,San Luis Obispo,1.0388037265389067,5.0,0.531728542780161,0.6454450454493326,17277051.0,0.503313580541031,APH,3.0,1.0,0.3528356547215204
1999,06,081,California,CA,San Mateo,,,,,11161672.0,0.5,DOL,0.0,,0.0
1999,06,083,California,CA,Santa Barbara,0.6790987776222916,3.0,0.7587976198236285,0.6181423461461454,21615992.0,0.5142992859175743,APH,2.0,1.0,0.3730270107582723
1999,06,085,California,CA,Santa Clara,-0.0,1.0,1.0,0.0,1528580.0,0.5284267097567678,APH,3.0,1.0,0.35488
1999,06,087,California,CA,Santa Cruz,-0.0,1.0,1.0,0.0,6585738.0,0.5,DOL,0.0,,0.0
1999,06,089,California,CA,Shasta,-0.0,1.0,1.0,0.0,1467758.0,0.605759498500434,APH,4.0,0.7476459825763866,0.8370205447177458
1999,06,093,California,CA,Siskiyou,1.5591393985727071,6.0,0.3133749398691932,0.8701722666181485,3912908.0,0.5564198161571905,APH,3.0,1.0,0.2457326626535829
1999,06,095,California,CA,Solano,2.14196260388107,15.0,0.2329852321068388,0.790961187872095,42018188.0,0.5582467109243264,APH,6.0,0.9059076279434154,0.3665116388091829
1999,06,097,California,CA,Sonoma,0.4893555599004064,4.0,0.8739064340240765,0.3529954197498792,46421604.0,0.5201773682787868,APH,4.0,0.9839110243749613,0.1282420820793611
1999,06,099,California,CA,Stanislaus,1.989520167579044,20.0,0.4306703022272634,0.6641181473866402,107518060.0,0.5980896204786432,APH,4.0,1.0,0.563722843417611
1999,06,101,California,CA,Sutter,1.870191248818472,16.0,0.4579948190555842,0.6745289100460867,71182574.0,0.5938266962641727,APH,5.0,0.9937168883981076,0.7601907726281831
1999,06,103,California,CA,Tehama,1.7043333402821104,10.0,0.327487732191652,0.7401825650082576,17049753.0,0.6171181746738502,APH,6.0,0.9999727049012309,2.2974936464968994
1999,06,107,California,CA,Tulare,2.717944216560241,28.0,0.1582240720503419,0.8156594855630077,215583298.0,0.5549270215265006,APH,5.0,1.0,3.118447460521222
1999,06,111,California,CA,Ventura,1.0897234881698288,5.0,0.5239101088605848,0.6770832722100725,55789193.0,0.5046760552711347,APH,5.0,0.7995471670115332,0.0324880228487193
1999,06,113,California,CA,Yolo,2.0454999171673607,17.0,0.3567672938994112,0.7219717221290817,74843909.0,0.5548821401084222,APH,5.0,0.9849141043413122,0.781334097804705
1999,06,115,California,CA,Yuba,1.4513394267773247,6.0,0.3938971256621634,0.8100079568172208,17823882.0,0.5984164476627483,APH,3.0,1.0,0.8668711543789085
1999,06,999,California,CA,All Other Counties,-0.0,1.0,1.0,0.0,1929030.0,0.5,DOL,1.0,1.0,0.1899072158066884
1999,08,001,Colorado,CO,Adams,0.5552933390272576,7.0,0.8706571727906608,0.2853643264550717,13952021.0,0.6199858894994495,APH,7.0,0.987841755725771,1.0920111322015975
1999,08,003,Colorado,CO,Alamosa,1.0154175206488498,3.0,0.4585133263556303,0.9242728586987496,9019881.0,0.6387784328861988,APH,4.0,0.9982822635948627,0.7184921317032802
