commodity_year,state_code,county_code,state_name,state_abbreviation,county_name,total_indemnity,insured_acres,n_crops,shannon,simpson,dominance,evenness,county_land_acres,indemnity_per_acre,pct_land_insured
1999,04,003,Arizona,AZ,Cochise,111342.0,21192.3,5.0,0.9908379873150303,0.4968508825601847,0.6828612278988123,0.6156422560075618,3948448.0,5.253889384351864,0.005367248093428101
1999,04,009,Arizona,AZ,Graham,835207.0,29239.71,6.0,1.1890778951959817,0.592193384063203,0.6000798229531005,0.6636370091060677,2962764.8,28.56413418600937,0.009869062167877788
1999,04,012,Arizona,AZ,La Paz,471441.0,13668.6,1.0,-0.0,0.0,1.0,0.0,2879968.0,34.490803739958736,0.004746094401048901
1999,04,013,Arizona,AZ,Maricopa,9382106.0,103034.75,15.0,1.2625021934439324,0.5659632512828442,0.6315582849475541,0.4662033934710953,5890009.6,91.05768684836912,0.01749313787196544
1999,04,015,Arizona,AZ,Mohave,3222.0,4941.5,1.0,-0.0,0.0,1.0,0.0,8519449.6,0.6520287362137003,0.0005800257331177827
1999,04,019,Arizona,AZ,Pima,358496.0,13695.789999999999,3.0,0.6170704825053834,0.4234229190719616,0.6959576629022495,0.5616817587699495,5879212.800000001,26.175634994403392,0.002329527857879204
1999,04,021,Arizona,AZ,Pinal,2928922.0,147423.74,7.0,1.0313220551841393,0.49468877192096916,0.6876251409711897,0.5299946946084938,3436537.6,19.867370072147132,0.04289891663050623
1999,04,027,Arizona,AZ,Yuma,185616.0,49633.51,9.0,1.380186478605135,0.6741186472643788,0.43428723860150126,0.628149936443178,3529017.6,3.7397314838301785,0.01406439854536288
1999,04,999,Arizona,AZ,All Other Counties,0.0,775.9,1.0,-0.0,0.0,1.0,0.0,,0.0,
1999,05,001,Arkansas,AR,Arkansas,158176.0,182890.81,7.0,1.1187605645102825,0.6339757734429721,0.47533613088596416,0.5749291996104807,632633.6,0.8648657633480873,0.2890943667867151
1999,05,003,Arkansas,AR,Ashley,674960.0,127411.51,8.0,1.2486248828144244,0.6558858066239521,0.43879685595124024,0.6004616421223111,589536.0,5.297480580836065,0.21612167874396135
1999,05,007,Arkansas,AR,Benton,0.0,447.83000000000004,1.0,-0.0,0.0,1.0,0.0,541433.6,0.0,0.0008271189671272711
1999,05,011,Arkansas,AR,Bradley,71009.0,468.09999999999997,1.0,-0.0,0.0,1.0,0.0,416403.2,151.69621875667593,0.00112415082304843
1999,05,017,Arkansas,AR,Chicot,2193053.0,244809.99,6.0,1.257275218073384,0.6358298554759334,0.54582735778062,0.7016986597062923,412179.19999999995,8.958184263640549,0.5939406694952098
1999,05,019,Arkansas,AR,Clark,97020.0,10076.130000000001,5.0,0.9200503086544617,0.46755922692910923,0.7058146331974676,0.5716593983193706,553875.2,9.62869673178095,0.018192058427602468
1999,05,021,Arkansas,AR,Clay,1174678.0,156345.82,6.0,1.2712059760036845,0.663622221003846,0.4589556023947426,0.7094735637431061,409152.0,7.51333166438348,0.38212160761770686
1999,05,023,Arkansas,AR,Cleburne,0.0,1.0,1.0,-0.0,0.0,1.0,0.0,353952.0,0.0,2.825241840701564e-06
1999,05,029,Arkansas,AR,Conway,110565.0,26466.97,5.0,0.8548904350711751,0.44453106337448645,0.7171168441268494,0.5311732925305866,355936.0,4.177471013871251,0.07435878922053403
1999,05,031,Arkansas,AR,Craighead,2443714.0,188200.63999999998,6.0,1.2073447455751556,0.6784534773580241,0.3947278287682763,0.6738319324163063,454937.60000000003,12.984621093743359,0.41368451409599905
1999,05,033,Arkansas,AR,Crawford,154911.0,12361.449999999999,3.0,0.6131046809571653,0.32877815266283283,0.8062371323752472,0.558071930635744,381049.6,12.531782274733143,0.03244052742740053
1999,05,035,Arkansas,AR,Crittenden,2634618.0,313883.21,6.0,1.2647102003868222,0.6355648885856959,0.5510836976593938,0.7058482023436429,390508.8,8.393625132099292,0.8037801196797615
1999,05,037,Arkansas,AR,Cross,3349758.0,225937.23,9.0,1.0646008391034587,0.6057824260704529,0.5058450083680321,0.48452072222590714,394144.0,14.826055891718243,0.5732352388974589
1999,05,041,Arkansas,AR,Desha,1774787.0,228143.56,6.0,1.3253729079133474,0.7078482673592779,0.3475884657888218,0.7397047040495669,489593.6,7.779255307491476,0.465985584778886
1999,05,043,Arkansas,AR,Drew,283780.0,57023.9,8.0,1.4549401929226446,0.7262529949018521,0.3449083629846433,0.6996783337065104,530035.2,4.976509849378944,0.10758511887512377
1999,05,045,Arkansas,AR,Faulkner,177764.0,14210.53,4.0,1.0798378427067727,0.6018041015534706,0.5593844846040226,0.7789383503186488,414323.2,12.509315275362706,0.03429817591677222
1999,05,047,Arkansas,AR,Franklin,18933.0,2126.6800000000003,1.0,-0.0,0.0,1.0,0.0,390112.0,8.902608761073598,0.005451460093511607
1999,05,055,Arkansas,AR,Greene,854985.0,133026.02,6.0,1.240111258404766,0.6565026902962605,0.445888405892321,0.6921192714215396,369606.4,6.427201234765951,0.35991265302765313
1999,05,057,Arkansas,AR,Hempstead,1109.0,785.96,1.0,-0.0,0.0,1.0,0.0,466412.8,1.4110132831187336,0.0016851167034866968
1999,05,059,Arkansas,AR,Hot Spring,20651.0,2584.49,1.0,-0.0,0.0,1.0,0.0,393555.19999999995,7.990357865575027,0.006567033036280552
1999,05,063,Arkansas,AR,Independence,285720.0,45713.22,6.0,1.1981308121149365,0.6029088451852189,0.5849264173471044,0.6686895382398219,488819.19999999995,6.250270709435914,0.09351764415145723
1999,05,067,Arkansas,AR,Jackson,3340643.0,222482.95,7.0,1.1398729473060634,0.6174875630954741,0.5148112248601522,0.5857788181327082,405452.8,15.015276451521341,0.5487271268073621
1999,05,069,Arkansas,AR,Jefferson,849648.0,223902.19,6.0,1.324551394932312,0.7008317924359271,0.4413597294425749,0.7392462089250013,566284.8,3.7947284035051196,0.39538795673131255
1999,05,071,Arkansas,AR,Johnson,29678.0,4757.139999999999,1.0,-0.0,0.0,1.0,0.0,423788.8,6.238622365538959,0.01122526126221363
1999,05,073,Arkansas,AR,Lafayette,891522.0,39214.65,7.0,1.4795529773768255,0.7062695883821994,0.47352303284614294,0.7603398225221799,336960.0,22.734411756830674,0.11637775997150998
1999,05,075,Arkansas,AR,Lawrence,864145.0,87086.68,6.0,1.0359249140717408,0.5936408518277695,0.4706618738939181,0.5781607028526262,375404.80000000005,9.922814832302713,0.23198073120002724
1999,05,077,Arkansas,AR,Lee,1179743.0,210596.38,6.0,1.159300204745159,0.584207002421026,0.6066889658787108,0.6470177636313099,385062.39999999997,5.601914904710138,0.5469149415783001
1999,05,079,Arkansas,AR,Lincoln,666662.0,107894.0,6.0,1.3098243465800095,0.695214783363665,0.4213779264834004,0.7310268867418471,359168.0,6.178860733683059,0.3003998129009266
1999,05,081,Arkansas,AR,Little River,611664.0,32123.53,6.0,1.3404345857368747,0.6649806371181324,0.5172990016975095,0.7481107864965687,340307.2,19.040995805878122,0.09439568131382468
1999,05,083,Arkansas,AR,Logan,2268.0,5005.16,1.0,-0.0,0.0,1.0,0.0,454316.8,0.4531323673968465,0.011016893938326736
1999,05,085,Arkansas,AR,Lonoke,436178.0,180933.74,7.0,1.2844663440870088,0.6801133520496088,0.4617016704568203,0.6600851250560477,490214.4,2.410705709172872,0.3690910344534962
1999,05,091,Arkansas,AR,Miller,1280003.0,63020.619999999995,6.0,1.5336564135968234,0.7258732530849361,0.458821414324391,0.8559499419068619,399347.2,20.310860159738194,0.15780909444212954
1999,05,093,Arkansas,AR,Mississippi,2461684.0,475149.73,6.0,1.2150865462942564,0.6479943000755632,0.4452612021898865,0.6781527136662785,574880.0,5.1808595155889074,0.8265198476203729
1999,05,095,Arkansas,AR,Monroe,823532.0,164572.06,6.0,1.3498331995795527,0.6756787021777311,0.48227317565326694,0.753356252757019,388256.0,5.004081494756765,0.42387512362977003
1999,05,105,Arkansas,AR,Perry,59010.0,6101.62,1.0,-0.0,0.0,1.0,0.0,352601.60000000003,9.671202074203245,0.017304572639488872
1999,05,107,Arkansas,AR,Phillips,2602386.0,335620.06,7.0,1.3699421309450575,0.6911821178978954,0.4729205995613015,0.704010990235149,443308.8,7.753964408444477,0.7570796248574357
1999,05,109,Arkansas,AR,Pike,8929.0,570.48,1.0,-0.0,0.0,1.0,0.0,385926.4,15.651731874912354,0.0014782093165950814
1999,05,111,Arkansas,AR,Poinsett,5743558.0,301682.53,6.0,1.2887433814917233,0.6955180716368352,0.3808461166113928,0.7192613761081188,484953.6,19.0384176372427,0.6220853500211155
1999,05,115,Arkansas,AR,Pope,167237.0,11967.43,5.0,0.9370941110660626,0.5019439089806517,0.6651912733143206,0.5822493081754296,519616.0,13.974345369055845,0.023031296187954183
1999,05,117,Arkansas,AR,Prairie,319903.0,104182.22,7.0,0.9989607457451029,0.5740716860232783,0.5634420153458046,0.5133642713308584,413395.19999999995,3.070610321031746,0.2520160369544688
1999,05,119,Arkansas,AR,Pulaski,275472.0,46164.6,6.0,1.013352689471473,0.5208909008966077,0.6565641205599095,0.5655629044383154,493324.80000000005,5.967169649471673,0.09357851054720945
1999,05,121,Arkansas,AR,Randolph,332312.0,45427.67,5.0,1.0542184869172961,0.5956264008413659,0.5143721876996993,0.6550227745802912,417164.80000000005,7.315189178753831,0.10889622039059861
1999,05,123,Arkansas,AR,St Francis,1106954.0,231976.53,7.0,1.2253169326538313,0.638313148381104,0.5268718779438591,0.6296883405683914,405657.60000000003,4.771836185324438,0.5718530356635744
1999,05,131,Arkansas,AR,Sebastian,61148.0,3047.61,1.0,-0.0,0.0,1.0,0.0,343193.6,20.064247065733475,0.008880148114650158
1999,05,133,Arkansas,AR,Sevier,38662.0,1321.56,1.0,-0.0,0.0,1.0,0.0,360921.60000000003,29.254820061139867,0.0036616262368337053
1999,05,137,Arkansas,AR,Stone,39512.0,298.7,1.0,-0.0,0.0,1.0,0.0,388217.60000000003,132.27987947773687,0.0007694138544980958
1999,05,143,Arkansas,AR,Washington,20351.0,284.6,1.0,-0.0,0.0,1.0,0.0,607820.8,71.5073787772312,0.00046823010992713644
1999,05,145,Arkansas,AR,White,582156.0,81197.37000000001,5.0,1.0141700077209637,0.5668085792610151,0.5890217872820265,0.630139255379626,661779.2,7.169641085665705,0.12269556069456401
1999,05,147,Arkansas,AR,Woodruff,1405266.0,199978.22999999998,7.0,1.2352545659078533,0.6166089430289159,0.5625549341045772,0.6347952738247118,375398.39999999997,7.0270948992797875,0.5327093296082243
1999,05,149,Arkansas,AR,Yell,22805.0,15263.77,5.0,1.025243612721757,0.5360429844481023,0.6437832855185841,0.6370196730181329,593849.6,1.4940607726662547,0.02570309047947494
1999,05,999,Arkansas,AR,All Other Counties,17421.0,343.93,1.0,-0.0,0.0,1.0,0.0,,50.652749105922716,
1999,06,001,California,CA,Alameda,48799.0,3090.4,1.0,-0.0,0.0,1.0,0.0,472044.80000000005,15.79051255500906,0.0065468362324931865
1999,06,005,California,CA,Amador,0.0,887.55,1.0,-0.0,0.0,1.0,0.0,379500.80000000005,0.0,0.0023387302477359726
1999,06,007,California,CA,Butte,1287636.0,126848.78,9.0,1.1763339207962715,0.5479913381899402,0.6432612122875758,0.5353726391602568,1049273.6,10.150952969354535,0.12089199613904322
1999,06,009,California,CA,Calaveras,7276.0,573.1,1.0,-0.0,0.0,1.0,0.0,652825.6,12.695864596056534,0.0008778761127014627
1999,06,011,California,CA,Colusa,2031978.0,174282.58000000002,14.0,1.5198488225556959,0.6273694318911731,0.5840407572575527,0.5759059515305304,736435.2000000001,11.659099836598699,0.2366570473546077
1999,06,013,California,CA,Contra Costa,0.0,10227.8,1.0,-0.0,0.0,1.0,0.0,460768.0,0.0,0.022197288006111534
1999,06,017,California,CA,El Dorado,483660.0,848.39,4.0,1.1099361315456246,0.6440500894846819,0.4731314607668643,0.8006496763421764,1094944.0,570.0915852379212,0.0007748250138819885
1999,06,019,California,CA,Fresno,22480352.0,715063.61,31.0,2.2969145349109237,0.8548872065529802,0.2329445208378035,0.668876847272731,3816147.1999999997,31.43825484281042,0.1873784140192496
1999,06,021,California,CA,Glenn,3265892.0,103983.70999999999,12.0,1.5613189566610153,0.6386961692167017,0.5802387700919692,0.6283209700429668,841465.6,31.407727229582406,0.1235745228325436
1999,06,025,California,CA,Imperial,647701.0,39705.78,5.0,1.2211189497391763,0.6046493744398616,0.590555833432815,0.758723862725693,2671827.1999999997,16.31251167965974,0.014860908669542702
1999,06,029,California,CA,Kern,21525371.0,445827.26,24.0,2.4112534835743182,0.8718607035721537,0.27249587654195934,0.7587201514803558,5210214.4,48.28186369761239,0.0855679297957489
1999,06,031,California,CA,Kings,5343537.0,328119.05,22.0,1.8774365331553893,0.7860894034544879,0.30103189680696685,0.6073797307816384,890233.6,16.28536045072665,0.36857634894930946
1999,06,033,California,CA,Lake,2436.0,6844.42,3.0,0.9846018740144374,0.5889447378594804,0.5517691783964164,0.8962232483382363,805094.4,0.3559103620175267,0.008501388160195873
1999,06,035,California,CA,Lassen,1518.0,2074.09,1.0,-0.0,0.0,1.0,0.0,2916652.8000000003,0.7318872372944278,0.0007111199522960018
1999,06,037,California,CA,Los Angeles,2125.0,1726.0,1.0,-0.0,0.0,1.0,0.0,2598956.8,1.23117033603708,0.0006641126162620325
1999,06,039,California,CA,Madera,8145758.0,164842.75,19.0,1.9162900182304456,0.7692577395099095,0.40939810819705447,0.6508166858913613,1366950.4000000001,49.41532460481277,0.12059161034665192
1999,06,045,California,CA,Mendocino,27765.0,6722.65,3.0,0.6638024160662075,0.4090629241126882,0.7258372814291983,0.6042189978331308,2245740.8,4.130067756018832,0.00299351109442372
1999,06,047,California,CA,Merced,2801328.0,208274.97,25.0,2.2664960095460227,0.8414585846973419,0.27448055808146316,0.7041265748854497,1234361.6,13.450142376685974,0.1687309213118749
1999,06,049,California,CA,Modoc,190933.0,15167.5,7.0,1.779107787739046,0.8155046928658223,0.26943134992582823,0.91428054301621,2524224.0,12.588297346299655,0.006008777350979945
1999,06,053,California,CA,Monterey,2898275.0,32218.929999999997,5.0,0.7352036289364167,0.35734498879341803,0.7888188713902045,0.4568076986731976,2126048.0,89.95565650380072,0.015154375630277396
1999,06,055,California,CA,Napa,275930.0,14102.48,1.0,-0.0,0.0,1.0,0.0,482387.2,19.566062139425124,0.029234772398604274
1999,06,059,California,CA,Orange,0.0,284.0,1.0,-0.0,0.0,1.0,0.0,505216.0,0.0,0.0005621357993412718
1999,06,061,California,CA,Placer,113271.0,11778.460000000001,3.0,0.6085542711182517,0.3412789596763339,0.7928472822423305,0.5539299691031361,898796.7999999999,9.616792008462905,0.013104697301993066
1999,06,065,California,CA,Riverside,850939.0,61309.33,13.0,2.0550836567465645,0.8337160567999583,0.3063628325411483,0.8012180243513373,4612716.8,13.879437273250254,0.013291370933502791
1999,06,067,California,CA,Sacramento,422027.0,61364.66,13.0,2.074116510340181,0.8428871597839032,0.2945465680083618,0.8086383866825658,618016.0,6.87736231244498,0.09929299565059804
1999,06,069,California,CA,San Benito,131955.0,6930.72,6.0,1.6379157313356734,0.7800830623303606,0.3331183484544174,0.914138175053897,888998.3999999999,19.0391474478842,0.007796099520539071
1999,06,071,California,CA,San Bernardino,17777.0,5260.68,5.0,1.4589673026411845,0.7480385853302397,0.3084183033372112,0.9065073535111737,12833600.0,3.3792209372172417,0.00040991459917716
1999,06,073,California,CA,San Diego,16504.0,4192.6,5.0,1.4173844056145535,0.7340328029134247,0.332872203406001,0.880670446908333,2687929.6,3.9364594762200062,0.0015597878753967366
1999,06,077,California,CA,San Joaquin,8204986.0,220980.81,22.0,2.5156316925028355,0.8951035133062235,0.21290255927652724,0.8138457269552167,895539.2,37.1298575654601,0.24675727204347953
1999,06,079,California,CA,San Luis Obispo,344797.0,25022.58,5.0,1.0388037265389067,0.5794701825962681,0.531728542780161,0.6454450454493326,2114764.8000000003,13.779434414836519,0.011832322913640324
1999,06,081,California,CA,San Mateo,0.0,,,,,,,287404.8,,
1999,06,083,California,CA,Santa Barbara,316049.0,10738.7,3.0,0.6790987776222916,0.38591751808077746,0.7587976198236285,0.6181423461461454,1751686.4000000001,29.43084358441897,0.00613049230729884
1999,06,085,California,CA,Santa Clara,33270.0,1549.91,1.0,-0.0,0.0,1.0,0.0,826041.6000000001,21.465762528146794,0.0018763098613919684
1999,06,087,California,CA,Santa Cruz,0.0,501.56,1.0,-0.0,0.0,1.0,0.0,284953.6,0.0,0.001760146213278232
1999,06,089,California,CA,Shasta,71053.0,5363.71,1.0,-0.0,0.0,1.0,0.0,2422521.6,13.246987626102083,0.0022141020331872376
1999,06,093,California,CA,Siskiyou,71520.0,22180.81,6.0,1.5591393985727073,0.7596812881396658,0.31337493986919324,0.8701722666181485,4023539.1999999997,3.2244088471070262,0.005512761004043406
1999,06,095,California,CA,Solano,562908.0,80465.09999999999,15.0,2.14196260388107,0.8521483699830503,0.23298523210683886,0.790961187872095,530681.6000000001,6.995678871958154,0.1516259467070273
1999,06,097,California,CA,Sonoma,335910.0,25582.59,4.0,0.4893555599004064,0.22896163689469617,0.8739064340240765,0.3529954197498792,1008563.2000000001,13.130414082389626,0.025365381167982332
1999,06,099,California,CA,Stanislaus,3849382.0,105689.34,20.0,1.9895201675790442,0.76790048417818,0.43067030222726344,0.6641181473866402,956025.6,36.421667502134085,0.11055074257425743
